cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio,actividad_codigo,actividad_descripcion,actividad_orden,actividad_estado,actividad_vigencia
30500384227,GRAFICOLOR SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL FINANCIERA INMOBILIARIA Y AGROP,1966-12-02-00:00,SOCIEDAD ANONIMA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,1462,5,A, 1042,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HUMBERTO 1RO,2357,,, 1229,NO CONFIRMADO,,,,,
30500387811,FLEXOGRAFICA DEL PLATA SA,1965-08-06-00:00,SOCIEDAD ANONIMA,2022-05-30-14:53,,SANTA FE,SAN CARLOS NORTE,RUTA PROV 6 KM 7,499,,, 3009,NO CONFIRMADO,SANTA FE,S.CARLOS NORTE,RUTA PROV 6 KM 7,499,,, 3009,NO CONFIRMADO,,,,,
30500388044,GRAFICA SUPER PRESS S A I C,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-10:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LLERENA,3142,,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESTOMBA,46,,, 1427,NO CONFIRMADO,,,,,
30500389032,BESTEIRO TALLERES GRAFICOS SRL,1970-06-15-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:40,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARIAS,4580,,, 1430,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARIAS,4580,,, 1430,NO CONFIRMADO,,,,,
30500389415,ESTABLECIMIENTO GRAFICO HAEDO SOC RESP LTDA,1962-08-24-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,BUENOS AIRES,MORON,CHICLANA,370,,, 1708,NO NOTIFICADO,BUENOS AIRES,HAEDO,AVDA   RIVADAVIA,16401,,, 1706,NO CONFIRMADO,,,,,
30500389652,ESTABLECIMIENTO GRAFICO FRANCO SRL,1982-07-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-07-29-10:15,,BUENOS AIRES,SAN ANDRES,CALLE 49,3551,,, 1651,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PEDRAZA MANUELA,5236,,, 1431,DECLARADO,,,,,
30500394184,ESTABLECIMIENTO GRAFICO VULCANO S A,1965-04-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,750,18,F, 1047,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,750,18,F, 1047,NO CONFIRMADO,,,,,
30500396780,CONSTRUCCIONES VIHAL SA,1979-10-05-12:00,SOCIEDAD ANONIMA,2024-10-30-14:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TRONADOR,2138,,, 1430,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TRONADOR,2138,,, 1430,DECLARADO POR INTERNET,,,,,
30500397779,T GRAF ISUSI HNOS Y GOMEZ SRL,1978-10-02-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-05-25-08:08,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,POLA,2040,,, 1440,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PIERES,458,,, 1408,NO CONFIRMADO,,,,,
30500401849,ELE EME SRL,1965-04-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:35,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE LOS CORRALES AV.,6990,,, 1440,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV DE LOS CORRALES,6990,,, 1440,NO CONFIRMADO,,,,,
30500401911,BANDE E HIJOS SOC RESP LIMITADA,1974-09-12-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LASCANO,5042,,, 1417,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LASCANO,5042,,, 1417,NO CONFIRMADO,,,,,
30500402837,TALLERES GRAFICOS E DELLA ZOPPA SACI,1974-10-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:40,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,UGARTE MANUEL,1747,,, 1428,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,UGARTE MANUEL,1747,,, 1428,CONFIRMADO,,,,,
30500403132,ASOCIACION DEHONIANA SOCIEDAD DE BENEFICIENCIA,1970-09-01-00:00,ASOCIACION CIVIL,2024-07-11-08:08,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CARACAS,437,,, 1406,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CARACAS,437,,, 1406,NO CONFIRMADO,,,,,
30500405429,POMPILIO HNOS SRL,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:58,,BUENOS AIRES,WILDE,RONDEAU,462,,, 1875,NO CONFIRMADO,BUENOS AIRES,WILDE,RONDEAU,462,,, 1875,NO CONFIRMADO,,,,,
30500406417,CAPPELLANO SAICI,1957-08-16-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUIDO,1571,07,A, 1016,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUIDO,1571,07,A, 1016,NO CONFIRMADO,,,,,
30500409556,GRAFICA IMPULSO S A,1980-05-14-00:00,SOCIEDAD ANONIMA,2024-02-22-13:39,,BUENOS AIRES,BECCAR,FRENCH,2274,,, 1643,NO CONFIRMADO,BUENOS AIRES,BECCAR,FRENCH,2274,,, 1643,NO CONFIRMADO,,,,,
30500410953,GRAFICA CALIFORNIA SRL,1966-06-07-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTO DOMINGO,2421,,, 1293,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTO DOMINGO,2421,,, 1293,NO CONFIRMADO,,,,,
30500413618,"FEDERACION DE OBREROS Y EMPLEADOS DE LA INDUSTRIA DEL PAPEL, CARTON Y QUIMICOS",1949-02-20-12:00,ASOCIACION CIVIL,2024-01-01-09:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CRUZ OSVALDO,2075,,, 1293,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIMA,921,PB,, 1073,NO CONFIRMADO,,,,,
30500415521,GRAFICA HAM SOCIEDAD ANONIMA,1966-04-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:40,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CUBA,4652,,, 1429,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,1050,,, 1010,CONFIRMADO,,,,,
30500415904,PRE ROT SRL,1966-06-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOLIVAR,1753,,, 1141,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOLIVAR,1753,,, 1141,NO CONFIRMADO,,,,,
30500420819,RECORD PRINT S A,1967-05-02-00:00,SOCIEDAD ANONIMA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CARRANZA ANGEL J.,2370,06,A, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ANGEL J CARRANZA,2370,06,A, 1425,NO CONFIRMADO,,,,,
30500420983,ARTES GRAFICAS DIDEROT SA E F,1986-11-19-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MATANZA,3384,,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MATANZA,3384,,, 1437,NO CONFIRMADO,,,,,
30500421599,LINOTIPIA FOBERA SOC EN COM POR ACC,1967-01-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,1113,06,B, 1041,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,1113,06,B, 1041,NO CONFIRMADO,,,,,
30500421734,GRAFICA MACONT SA C I F A E I,1966-03-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,SAN LUIS,SAN LUIS,RIVADAVIA,536,,, 5700,CONFIRMADO,BUENOS AIRES,VILLA LUZURIAGA,ENTRE RIOS,475,,, 1754,NO CONFIRMADO,,,,,
30500422722,ERNESTO SILBERMAN SOCIEDAD EN COMANDITA POR ACCIONES,1967-05-18-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,5725,04,B, 1406,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,5725,04,B, 1406,NO CONFIRMADO,,,,,
30500423028,LINOTIPIA CHACABUCO S R L,1968-08-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRI DANIEL GRAL.,1380,,, 1291,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DANIEL CERRI,1380,,, 1291,NO CONFIRMADO,,,,,
30500424253,NELRU IMPRESIONES S A,1967-01-27-00:00,SOCIEDAD ANONIMA,2024-03-02-06:21,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ASAMBLEA AV.,345,PB,, 1424,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ASAMBLEA AV.,343,,, 1424,NO CONFIRMADO,,,,,
30500424873,ARTES GRAFICAS PLANETA SA,1980-04-15-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTRO,928,,, 1217,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTRO,928,,, 1217,NO CONFIRMADO,,,,,
30500424946,FINKEL SAIC Y A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,2279,05,C, 1051,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,2279,05,C, 1051,NO CONFIRMADO,,,,,
30500425004,GUEDIKIAN IMPRESORES S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-08-30-21:02,,BUENOS AIRES,BERAZATEGUI,CALLE 7,881,,, 1884,CONFIRMADO,BUENOS AIRES,BERAZATEGUI,CALLE 7,881,,, 1884,DECLARADO POR INTERNET,,,,,
30500425179,GRAFICA PARQUE S A I C I F,1967-11-13-00:00,SOCIEDAD ANONIMA,2024-01-13-06:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,EL TROVADOR,3051,PB,, 1416,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,EL TROVADOR,3051,,, 1416,NO CONFIRMADO,,,,,
30500426094,VALLE GRAF OFFSET SA,1971-04-20-00:00,SOCIEDAD ANONIMA,2024-01-13-06:45,,RIO NEGRO,GENERAL ROCA,9 DE JULIO,733,,, 8332,CONFIRMADO,RIO NEGRO,GENERAL ROCA,9 DE JULIO,733,,, 8332,CONFIRMADO,,,,,
30500427155,FOTOMECANICA TRIBUNALES S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,1362,PB,, 1048,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,1362,PB,, 1048,NO CONFIRMADO,,,,,
30500427775,PLANEPLAST SOCIEDAD ANONIMA,1974-05-29-00:00,SOCIEDAD ANONIMA,2024-02-02-15:04,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BILLINGHURST,385,,, 1174,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BILLINGHURST,385,,, 1174,DECLARADO POR INTERNET,,,,,
30500429204,LUZ IMPRESORA,1901-01-01-10:43,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2024-01-13-06:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ACHA MARIANO GRAL,994,,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ACHA MARIANO,994,,, 1427,NO CONFIRMADO,,,,,
30500430849,ETIGRAF SA,1974-11-11-00:00,SOCIEDAD ANONIMA,2024-11-01-15:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,5077,PB,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES,5077,PB,, 1414,NO CONFIRMADO,,,,,
30500431217,PAPELCAR SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL,1966-07-29-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PAZ JOSE C.,2936,,, 1437,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PAZ JOSE C.,2936,,, 1437,NO CONFIRMADO,,,,,
30500431454,OFFSELIT S A,1963-09-26-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PAVON,1924,,, 1248,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PAVON,1924,,, 1248,NO CONFIRMADO,,,,,
30500432205,INTERPRINT S A I Y C,1975-12-04-00:00,SOCIEDAD ANONIMA,2024-08-29-15:04,,BUENOS AIRES,MATHEU,AVDA SARMIENTO,550,,, 1627,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZAPIOLA,2645,3,B, 1428,DECLARADO,,,,,
30500432515,ALUMINIO GRAFICA SA,1985-04-22-00:00,SOCIEDAD ANONIMA,2024-02-22-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MATURIN,2673,,, 1416,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MATURIN,2673,,, 1416,NO CONFIRMADO,,,,,
30500432752,LOS INCAS SRL,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:34,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ANDONAEGUI,3441,,, 1431,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ANDONAEGUI,3441,,, 1431,NO CONFIRMADO,,,,,
30500433368,HALLE S A C I,1962-12-06-00:00,SOCIEDAD ANONIMA,2024-02-22-13:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BUCARELLI,1171,,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BUCARELLI,1171,,, 1427,NO CONFIRMADO,,,,,
30500434593,LESAGUE S A I C I Y F,1968-03-15-00:00,SOCIEDAD ANONIMA,2024-11-15-15:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RONDEAU,3062,,, 1242,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RONDEAU,3062,,, 1242,NO CONFIRMADO,,,,,
30500435344,EMPRESA GRAFICA LINOFILM OFFSET SOCIEDAD ANONIMA INDUSTRIAL COM INMOB Y FIN,1968-04-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALVO CARLOS,3269,,, 1230,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CARLOS CALVO,3269,,, 1230,NO CONFIRMADO,,,,,
30500435727,GRAFICA GUIMOR S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MEXICO,1326,,, 1097,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MEXICO,1326,,, 1097,NO CONFIRMADO,,,,,
30500437258,COARPLAST S R L,1968-05-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:39,,BUENOS AIRES,MARTINEZ,VELEZ SARSFIELD,2680,,, 1640,NO CONFIRMADO,BUENOS AIRES,MARTINEZ,VELEZ SARSFIELD,2680,,, 1640,NO CONFIRMADO,,,,,
30500438173,ARTES GRAFICAS LYGOLI S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-11-15-14:31,,BUENOS AIRES,CNEL.BRANDSEN,RICARDO ROJAS,615,,, 1980,NO CONFIRMADO,BUENOS AIRES,CNEL.BRANDSEN,RICARDO ROJAS,615,,, 1980,NO CONFIRMADO,,,,,
30500438556,EDITORIAL ACME SACI,1953-03-06-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA MAGDALENA,620,,, 1277,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA MAGDALENA,620,,, 1277,DECLARADO,,,,,
30500439617,ESTABLECIMIENTO GRAFICO IMPRESORES SA,1968-12-13-00:00,SOCIEDAD ANONIMA,2024-10-14-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BAHIA BLANCA,3760,3,30, 1419,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PIEDRAS,77,8,A, 1070,DECLARADO POR INTERNET,,,,,
30500440704,TELEDIFUSORA BAHIENSE S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-10:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIMA,1261,,, 1138,DECLARADO,BUENOS AIRES,BAHIA BLANCA,BLANDENGUES,225,,, 8000,CONFIRMADO,,,,,
30500440941,GRAFICA COTLER Y COMPA#IA SOC COLECTIVA,1976-06-23-00:00,SOCIEDAD COLECTIVA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PALESTINA,884,,, 1182,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV PATRICIOS,1480,,, 1266,NO CONFIRMADO,,,,,
30500441174,TALLERES GRAFICOS MADARIAGA S A I C,1968-09-01-00:00,SOCIEDAD ANONIMA,2024-01-01-10:58,,BUENOS AIRES,LANUS,GRAL MADARIAGA,1653,,, 1824,NO CONFIRMADO,BUENOS AIRES,LANUS,GRAL MADARIAGA,1653,,, 1824,NO CONFIRMADO,,,,,
30500441247,ESTABLECIMIENTO GRAFICO ZUPAY SOC ANON IND COM INMOB FINANC AGROP,1969-02-03-00:00,SOCIEDAD ANONIMA,2024-02-22-13:41,,BUENOS AIRES,CIUDADELA,D ONOFRIO,170,,, 1702,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,CIUDADELA,D ONOFRIO,170,,, 1702,NO CONFIRMADO,,,,,
30500441794,ZLOTOPIORO SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL Y FINANCIERA,1969-01-21-00:00,SOCIEDAD ANONIMA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,3149,,, 1196,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,3149,,, 1196,NO CONFIRMADO,,,,,
30500442235,IMPRESIONES O V S R L,1984-09-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUEYRREDON AV.,480,05,030, 1032,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUEYRREDON AVDA.,480,05,030, 1032,NO CONFIRMADO,,,,,
30500442545,IMPRESOS MARIELS SRL,1969-01-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SALTA,630,,, 1074,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SALTA,630,,, 1074,NO CONFIRMADO,,,,,
30500443398,EDITORA JUAN ROMERO SA,1971-03-11-00:00,SOCIEDAD ANONIMA,2024-10-14-20:34,,CORRIENTES,CORRIENTES,H IRIGOYEN,990,,, 3400,DECLARADO,CORRIENTES,CORRIENTES,HIPOLITO YRIGOYEN,990,,, 3400,DECLARADO,,,,,
30500443843,MODEGRAF SA,2000-10-30-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTILLO,259,,, 1414,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTILLO,259,,, 1414,CONFIRMADO,,,,,
30500444149,CIOFFI Y ARCONDO SRL,1981-08-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-11:01,,BUENOS AIRES,LOMAS DE ZAMORA,CASEROS,445,,, 1832,NO NOTIFICADO,BUENOS AIRES,L DE ZAMORA,CASEROS,445,,, 1832,NO CONFIRMADO,,,,,
30500444769,SERVI GRAFICA SRL,1969-01-08-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-06-14-18:23,,CORDOBA,CORDOBA,LIMA,235,,, 5000,NO NOTIFICADO,CORDOBA,CORDOBA,LIMA,235,,, 5000,NO CONFIRMADO,,,,,
30500445064,J J BELTRAN SRL,1990-12-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:55,,CORDOBA,CIUDAD DE CORDOBA SUR,DEAN FUNES,52,03,325, 5000,DECLARADO,CORDOBA,CIUDAD DE CORDOBA SUR,DEAN FUNES,52,03,325, 5000,DECLARADO,,,,,
30500445757,IMPRESORA RAWSON S A C I F E I,1969-07-03-00:00,SOCIEDAD ANONIMA,2024-11-04-16:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FREIRE R. CAP. GRAL.,2680,,, 1428,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONROE,2764,2,, 1428,DECLARADO POR INTERNET,,,,,
30500447350,PRISMA SOCIEDAD ANONIMA IND COM E INMOB,1964-10-13-00:00,SOCIEDAD ANONIMA,2024-01-01-10:53,,BUENOS AIRES,CHIVILCOY,SAN MARTIN,101,,, 6620,NO CONFIRMADO,BUENOS AIRES,CHIVILCOY,SAN MARTIN,101,,, 6620,NO CONFIRMADO,,,,,
30500447660,TALLER GRAFICO SALIDO SOC ANONIMA,1987-04-30-00:00,SOCIEDAD ANONIMA,2024-01-01-10:53,,BUENOS AIRES,JUNIN,URUGUAY,84,,, 6000,NO CONFIRMADO,BUENOS AIRES,JUNIN,URUGUAY,84,,, 6000,NO CONFIRMADO,,,,,
30500453946,GALLEANO Y GROSSO S C C,1963-01-01-00:00,SOCIEDAD COLECTIVA,2024-02-22-13:50,,SANTA FE,SAN JORGE,HIPOLITO IRIGOYEN,1345,,, 2451,DECLARADO,SANTA FE,SAN JORGE,HIPOLITO IRIGOYEN,1345,,, 2451,NO CONFIRMADO,,,,,
30500454004,SIMON BUMAGUIN Y CIA SOCIEDAD ANONIMA,1975-11-02-00:00,SOCIEDAD ANONIMA,2024-02-22-13:54,,SANTA FE,SANTA FE,SAN LUIS,2696,,, 3000,INEXISTENTE - DESCONOCIDO,SANTA FE,SANTA FE,SAN LUIS,2696,,, 3000,NO CONFIRMADO,,,,,
30500456392,PUBLICIDAD GRAFICA ARGENTINA S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-06-03-15:45,,BUENOS AIRES,LANUS,HIPOLITO YRIGOYEN,3609,,, 1824,NO CONFIRMADO,BUENOS AIRES,LANUS,HIPOLITO YRIGOYEN,3609,,, 1824,CONFIRMADO,,,,,
30500457526,FOTOGRAFICA ARGENTINA  S R L,1986-11-11-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:39,,BUENOS AIRES,FLORIDA,URQUIZA,4171,,, 1602,NO CONFIRMADO,BUENOS AIRES,FLORIDA,URQUIZA,4171,,, 1602,NO CONFIRMADO,,,,,
30500457690,GOPLA SOCIEDAD DE RESPONSABILIDAD LIMITADA,1954-12-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:58,,BUENOS AIRES,VILLA ADELINA,MIGUEL CANE,1061,,, 1607,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,VILLA ADELINA,MIGUEL CANE,1061,,, 1607,NO CONFIRMADO,,,,,
30500458441,GALEANO S A I C F I,1965-06-30-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BEAZLEY,3541,,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BEAZLEY,3541,,, 1437,NO CONFIRMADO,,,,,
